caldt,vwretd,vwretx,spindx
20141117,0.000814,0.000764,2041.32
20141118,0.005303,0.005105,2051.80
20141119,-0.001267,-0.001328,2048.72
20141120,0.001877,0.001833,2052.75
20141121,0.005325,0.005188,2063.50
20141124,0.002893,0.002878,2069.41
20141125,-0.001140,-0.001244,2067.03
20141126,0.003037,0.002653,2072.83
20141128,-0.002131,-0.002176,2067.56
20141201,-0.006999,-0.007045,2053.44
20141202,0.006352,0.006302,2066.55
20141203,0.003846,0.003549,2074.33
20141204,-0.001108,-0.001134,2071.92
20141205,0.001607,0.001599,2075.37
20141208,-0.007021,-0.007167,2060.31
20141209,-0.000191,-0.000200,2059.82
20141210,-0.016261,-0.016330,2026.14
20141211,0.004852,0.004564,2035.33
20141212,-0.016058,-0.016093,2002.33
20141215,-0.006143,-0.006173,1989.63
20141216,-0.008611,-0.008611,1972.74
20141217,0.020318,0.020269,2012.89
20141218,0.024296,0.024143,2061.23
20141219,0.004482,0.004476,2070.65
20141222,0.004086,0.003950,2078.54
20141223,0.001904,0.001856,2082.17
20141224,-0.000148,-0.000186,2081.88
20141226,0.003310,0.003308,2088.77
20141229,0.000948,0.000724,2090.57
20141230,-0.004736,-0.004855,2080.35
20141231,-0.010244,-0.010247,2058.90
20150102,-0.000165,-0.000298,2058.20
20150105,-0.018112,-0.018180,2020.58
20150106,-0.008869,-0.008869,2002.61
20150107,0.012110,0.011801,2025.90
20150108,0.017830,0.017808,2062.14
20150109,-0.008400,-0.008405,2044.81
20150112,-0.007980,-0.007980,2028.26
20150113,-0.002560,-0.002660,2023.03
20150114,-0.005905,-0.005934,2011.27
20150115,-0.009149,-0.009175,1992.67
20150116,0.013317,0.013305,2019.42
20150120,0.001686,0.001654,2022.55
20150121,0.004874,0.004758,2032.12
20150122,0.015301,0.015291,2063.15
20150123,-0.005362,-0.005362,2051.82
20150126,0.002496,0.002489,2057.09
20150127,-0.013292,-0.013293,2029.55
20150128,-0.013338,-0.013424,2002.16
20150129,0.009638,0.009555,2021.25
20150130,-0.012832,-0.012849,1994.99
20150202,0.012851,0.012825,2020.85
20150203,0.014306,0.014285,2050.03
20150204,-0.003814,-0.004112,2041.51
20150205,0.010546,0.010233,2062.52
20150206,-0.003109,-0.003371,2055.47
20150209,-0.004306,-0.004351,2046.74
20150210,0.010838,0.010792,2068.59
20150211,0.000204,-0.000140,2068.53
20150212,0.009823,0.009588,2088.48
20150213,0.004083,0.003995,2096.99
20150217,0.001687,0.001537,2100.34
20150218,-0.000186,-0.000298,2099.68
20150219,-0.000949,-0.001104,2097.45
20150220,0.006179,0.006060,2110.30
20150223,-0.000249,-0.000259,2109.66
20150224,0.002685,0.002656,2115.48
20150225,-0.000578,-0.000750,2113.86
20150226,-0.001256,-0.001424,2110.74
20150227,-0.002875,-0.002882,2104.50
20150302,0.006270,0.006213,2117.39
20150303,-0.004584,-0.004599,2107.78
20150304,-0.004182,-0.004384,2098.53
20150305,0.001384,0.001339,2101.04
20150306,-0.014191,-0.014321,2071.26
20150309,0.004038,0.003943,2079.43
20150310,-0.016802,-0.016861,2044.16
20150311,-0.001821,-0.002020,2040.24
20150312,0.012985,0.012731,2065.95
20150313,-0.005975,-0.006000,2053.40
20150316,0.013627,0.013611,2081.19
20150317,-0.003348,-0.003353,2074.28
20150318,0.012142,0.012119,2099.50
20150319,-0.004840,-0.004851,2089.27
20150320,0.009113,0.009100,2108.10
20150323,-0.001711,-0.001711,2104.42
20150324,-0.005943,-0.006024,2091.50
20150325,-0.014651,-0.014674,2061.05
20150326,-0.002283,-0.002308,2056.15
20150327,0.002482,0.002291,2061.02
20150330,0.012275,0.012186,2086.24
20150331,-0.008564,-0.008663,2067.89
20150401,-0.003964,-0.004083,2059.69
20150402,0.003517,0.003482,2066.96
20150406,0.006606,0.006594,2080.62
20150407,-0.002077,-0.002121,2076.33
20150408,0.003188,0.002817,2081.90
20150409,0.004435,0.004430,2091.18
20150410,0.005049,0.005049,2102.06
20150413,-0.004475,-0.004563,2092.43
20150414,0.001618,0.001613,2095.84
20150415,0.005081,0.005081,2106.63
20150416,-0.000811,-0.000837,2104.99
20150417,-0.011408,-0.011408,2081.18
20150420,0.009185,0.009163,2100.40
20150421,-0.001377,-0.001395,2097.29
20150422,0.005124,0.005094,2107.96
20150423,0.002476,0.002380,2112.93
20150424,0.002430,0.002426,2117.69
20150427,-0.004142,-0.004144,2108.92
20150428,0.002747,0.002643,2114.76
20150429,-0.003773,-0.003837,2106.85
20150430,-0.010055,-0.010100,2085.51
20150501,0.010831,0.010828,2108.29
20150504,0.002882,0.002882,2114.49
20150505,-0.011716,-0.011804,2089.46
20150506,-0.004029,-0.004450,2080.15
20150507,0.004091,0.003849,2088.00
20150508,0.013380,0.013359,2116.10
20150511,-0.004815,-0.005007,2105.33
20150512,-0.002810,-0.002863,2099.12
20150513,-0.000103,-0.000320,2098.48
20150514,0.010902,0.010787,2121.10
20150515,0.000819,0.000706,2122.73
20150518,0.003104,0.003049,2129.20
20150519,-0.000774,-0.000974,2127.83
20150520,-0.000843,-0.000948,2125.85
20150521,0.002523,0.002387,2130.82
20150522,-0.002228,-0.002239,2126.06
20150526,-0.010319,-0.010336,2104.20
20150527,0.009336,0.009173,2123.48
20150528,-0.001115,-0.001292,2120.79
20150529,-0.006246,-0.006272,2107.39
20150601,0.002189,0.002093,2111.73
20150602,-0.000941,-0.000992,2109.60
20150603,0.002344,0.002161,2114.07
20150604,-0.008604,-0.008619,2095.84
20150605,-0.001427,-0.001472,2092.83
20150608,-0.006372,-0.006549,2079.28
20150609,0.000510,0.000484,2080.15
20150610,0.012180,0.012111,2105.20
20150611,0.002003,0.001709,2108.86
20150612,-0.006905,-0.006967,2094.11
20150615,-0.004626,-0.004645,2084.43
20150616,0.005804,0.005791,2096.29
20150617,0.002029,0.002009,2100.44
20150618,0.009846,0.009718,2121.24
20150619,-0.005333,-0.005333,2109.99
20150622,0.006047,0.006047,2122.85
20150623,0.000747,0.000667,2124.20
20150624,-0.007301,-0.007332,2108.58
20150625,-0.002942,-0.002979,2102.31
20150626,-0.000170,-0.000350,2101.49
20150629,-0.020733,-0.020825,2057.64
20150630,0.002715,0.002653,2063.11
20150701,0.007103,0.006862,2077.42
20150702,-0.000255,-0.000255,2076.78
20150706,-0.003790,-0.003833,2068.76
20150707,0.006243,0.006233,2081.34
20150708,-0.016270,-0.016552,2046.68
20150709,0.002294,0.002285,2051.31
20150710,0.012365,0.012365,2076.62
20150713,0.011254,0.011162,2099.60
20150714,0.004466,0.004462,2108.95
20150715,-0.000920,-0.000935,2107.40
20150716,0.008094,0.008065,2124.29
20150717,0.001293,0.001293,2126.64
20150720,0.000878,0.000855,2128.28
20150721,-0.004271,-0.004309,2119.21
20150722,-0.002211,-0.002311,2114.15
20150723,-0.005694,-0.005776,2102.15
20150724,-0.010448,-0.010452,2079.65
20150727,-0.005735,-0.005737,2067.64
20150728,0.012287,0.012282,2093.25
20150729,0.007463,0.007327,2108.57
20150730,0.000173,0.000094,2108.63
20150731,-0.002188,-0.002198,2103.84
20150803,-0.002674,-0.002675,2098.04
20150804,-0.002135,-0.002161,2093.32
20150805,0.003722,0.003300,2099.84
20150806,-0.007521,-0.007796,2083.56
20150807,-0.003013,-0.003048,2077.57
20150810,0.012667,0.012645,2104.18
20150811,-0.009154,-0.009331,2084.07
20150812,0.001136,0.000904,2086.05
20150813,-0.001209,-0.001357,2083.39
20150814,0.003978,0.003976,2091.54
20150817,0.005274,0.005085,2102.44
20150818,-0.002598,-0.002779,2096.92
20150819,-0.008168,-0.008234,2079.61
20150820,-0.020963,-0.020964,2035.73
20150821,-0.031656,-0.031813,1970.89
20150824,-0.039372,-0.039397,1893.21
20150825,-0.013371,-0.013385,1867.61
20150826,0.039178,0.039099,1940.51
20150827,0.024267,0.024166,1987.66
20150828,0.000638,0.000510,1988.87
20150831,-0.008319,-0.008432,1972.18
20150901,-0.029419,-0.029466,1913.85
20150902,0.018473,0.018307,1948.86
20150903,0.001312,0.001258,1951.13
20150904,-0.015208,-0.015277,1921.22
20150908,0.025442,0.025313,1969.41
20150909,-0.013809,-0.013895,1942.04
20150910,0.005224,0.005138,1952.29
20150911,0.004920,0.004604,1961.05
20150914,-0.004017,-0.004077,1953.03
20150915,0.012701,0.012688,1978.09
20150916,0.008801,0.008763,1995.31
20150917,-0.002355,-0.002514,1990.20
20150918,-0.016077,-0.016085,1958.03
20150921,0.004610,0.004599,1966.97
20150922,-0.012320,-0.012347,1942.74
20150923,-0.002029,-0.002079,1938.76
20150924,-0.003418,-0.003418,1932.24
20150925,-0.000514,-0.000519,1931.34
20150928,-0.025485,-0.025771,1881.77
20150929,0.001182,0.001123,1884.09
20150930,0.019174,0.019113,1920.03
20151001,0.002083,0.002017,1923.82
20151002,0.014535,0.014440,1951.36
20151005,0.018311,0.018260,1987.05
20151006,-0.003619,-0.003654,1979.92
20151007,0.008414,0.007984,1995.83
20151008,0.008755,0.008752,2013.43
20151009,0.000816,0.000776,2014.89
20151012,0.001287,0.001287,2017.46
20151013,-0.006699,-0.006795,2003.69
20151014,-0.005229,-0.005284,1994.24
20151015,0.014745,0.014691,2023.86
20151016,0.004642,0.004642,2033.11
20151019,0.000199,0.000185,2033.66
20151020,-0.001495,-0.001521,2030.77
20151021,-0.005683,-0.005806,2018.94
20151022,0.016549,0.016523,2052.51
20151023,0.010928,0.010924,2075.15
20151026,-0.001801,-0.001808,2071.18
20151027,-0.002522,-0.002522,2065.89
20151028,0.011774,0.011678,2090.35
20151029,-0.000330,-0.000452,2089.41
20151030,-0.004718,-0.004718,2079.36
20151102,0.011687,0.011685,2104.05
20151103,0.002679,0.002663,2109.79
20151104,-0.003090,-0.003441,2102.31
20151105,-0.000744,-0.000941,2099.93
20151106,-0.000296,-0.000410,2099.20
20151109,-0.009597,-0.009832,2078.58
20151110,0.001874,0.001616,2081.72
20151111,-0.003284,-0.003284,2075.00
20151112,-0.013719,-0.013919,2045.97
20151113,-0.011285,-0.011293,2023.04
20151116,0.015160,0.014988,2053.19
20151117,-0.000952,-0.001158,2050.44
20151118,0.016253,0.016172,2083.58
20151119,-0.001080,-0.001125,2081.24
20151120,0.003930,0.003780,2089.17
20151123,-0.001019,-0.001058,2086.59
20151124,0.001202,0.001175,2089.14
20151125,0.000107,0.000005,2088.87
20151127,0.000756,0.000530,2090.11
20151130,-0.004752,-0.004879,2080.41
20151201,0.010733,0.010650,2102.63
20151202,-0.010711,-0.010979,2079.51
20151203,-0.014242,-0.014282,2049.62
20151204,0.020367,0.020359,2091.69
20151207,-0.006789,-0.006858,2077.07
20151208,-0.006288,-0.006372,2063.59
20151209,-0.007690,-0.007755,2047.62
20151210,0.002337,0.002214,2052.23
20151211,-0.019273,-0.019432,2012.37
20151214,0.004951,0.004885,2021.94
20151215,0.010446,0.010437,2043.41
20151216,0.014690,0.014597,2073.07
20151217,-0.014958,-0.015116,2041.89
20151218,-0.017558,-0.017558,2005.55
20151221,0.007889,0.007755,2021.15
20151222,0.008941,0.008840,2038.97
20151223,0.012446,0.012370,2064.29
20151224,-0.001635,-0.001641,2060.99
20151228,-0.002082,-0.002084,2056.50
20151229,0.010906,0.010711,2078.36
20151230,-0.007063,-0.007165,2063.36
20151231,-0.009432,-0.009435,2043.94
20160104,-0.015190,-0.015417,2012.66
20160105,0.002134,0.002134,2016.71
20160106,-0.012566,-0.012912,1990.26
20160107,-0.023433,-0.023461,1943.09
20160108,-0.010898,-0.010901,1922.03
20160111,0.001055,0.001055,1923.67
20160112,0.007732,0.007727,1938.68
20160113,-0.025050,-0.025160,1890.28
20160114,0.016641,0.016622,1921.84
20160115,-0.021666,-0.021706,1880.33
20160119,0.000584,0.000581,1881.33
20160120,-0.011584,-0.011728,1859.33
20160121,0.005400,0.005370,1868.99
20160122,0.020313,0.020313,1906.90
20160125,-0.015346,-0.015354,1877.08
20160126,0.014103,0.014103,1903.63
20160127,-0.010767,-0.010892,1882.95
20160128,0.005788,0.005698,1893.36
20160129,0.024522,0.024503,1940.24
20160201,-0.000353,-0.000382,1939.38
20160202,-0.018668,-0.018695,1903.03
20160203,0.004892,0.004551,1912.53
20160204,0.001674,0.001479,1915.45
20160205,-0.018423,-0.018471,1880.05
20160208,-0.014244,-0.014344,1853.44
20160209,-0.000563,-0.000764,1852.21
20160210,0.000266,-0.000070,1851.86
20160211,-0.011938,-0.012121,1829.08
20160212,0.019408,0.019302,1864.78
20160216,0.016836,0.016511,1895.58
20160217,0.016645,0.016507,1926.82
20160218,-0.004807,-0.004859,1917.83
20160219,0.000267,0.000127,1917.78
20160222,0.014515,0.014513,1945.50
20160223,-0.012147,-0.012207,1921.27
20160224,0.004499,0.004449,1929.80
20160225,0.011663,0.011418,1951.70
20160226,-0.001762,-0.001878,1948.05
20160229,-0.008096,-0.008189,1932.23
20160301,0.023751,0.023568,1978.35
20160302,0.004158,0.003982,1986.45
20160303,0.003601,0.003493,1993.40
20160304,0.003277,0.003108,1999.99
20160307,0.000897,0.000830,2001.76
20160308,-0.010939,-0.011132,1979.26
20160309,0.005140,0.004927,1989.26
20160310,0.000210,0.000142,1989.57
20160311,0.016578,0.016297,2022.19
20160314,-0.001083,-0.001149,2019.64
20160315,-0.001833,-0.001860,2015.93
20160316,0.005770,0.005686,2027.22
20160317,0.006394,0.006385,2040.59
20160318,0.004326,0.004326,2049.58
20160321,0.001002,0.000997,2051.60
20160322,-0.000759,-0.000905,2049.80
20160323,-0.006336,-0.006338,2036.71
20160324,-0.000324,-0.000328,2035.94
20160328,0.000579,0.000568,2037.05
20160329,0.008996,0.008794,2055.01
20160330,0.004496,0.004389,2063.95
20160331,-0.002030,-0.002031,2059.74
20160401,0.006388,0.006380,2072.78
20160404,-0.003057,-0.003268,2066.13
20160405,-0.010146,-0.010148,2045.17
20160406,0.010860,0.010507,2066.66
20160407,-0.011989,-0.012027,2041.91
20160408,0.002779,0.002767,2047.60
20160411,-0.002804,-0.002804,2041.99
20160412,0.009759,0.009720,2061.72
20160413,0.010090,0.009941,2082.42
20160414,0.000235,0.000135,2082.78
20160415,-0.000877,-0.000877,2080.73
20160418,0.006640,0.006621,2094.34
20160419,0.002914,0.002914,2100.80
20160420,0.000740,0.000684,2102.40
20160421,-0.005230,-0.005253,2091.48
20160422,0.000019,0.000015,2091.58
20160425,-0.001657,-0.001657,2087.79
20160426,0.001775,0.001775,2091.70
20160427,0.001740,0.001666,2095.15
20160428,-0.009142,-0.009212,2075.81
20160429,-0.004948,-0.004958,2065.30
20160502,0.007958,0.007952,2081.43
20160503,-0.008675,-0.008702,2063.37
20160504,-0.005600,-0.005814,2051.12
20160505,0.000095,-0.000138,2050.63
20160506,0.003474,0.003339,2057.14
20160509,0.000921,0.000912,2058.69
20160510,0.012501,0.012481,2084.39
20160511,-0.009117,-0.009667,2064.46
20160512,0.000048,-0.000048,2064.11
20160513,-0.008524,-0.008599,2046.61
20160516,0.009907,0.009801,2066.66
20160517,-0.009345,-0.009641,2047.21
20160518,0.000047,-0.000101,2047.63
20160519,-0.003166,-0.003176,2040.04
20160520,0.006168,0.006009,2052.32
20160523,-0.002063,-0.002096,2048.04
20160524,0.013685,0.013658,2076.06
20160525,0.006974,0.006897,2090.54
20160526,-0.000039,-0.000177,2090.10
20160527,0.004409,0.004229,2099.06
20160531,-0.000821,-0.000879,2096.96
20160601,0.001266,0.001096,2099.33
20160602,0.002911,0.002795,2105.26
20160603,-0.002827,-0.002841,2099.13
20160606,0.004856,0.004831,2109.41
20160607,0.001246,0.001225,2112.13
20160608,0.003516,0.003300,2119.12
20160609,-0.001697,-0.001739,2115.48
20160610,-0.009141,-0.009155,2096.07
20160613,-0.007757,-0.008055,2079.06
20160614,-0.001673,-0.001741,2075.32
20160615,-0.001711,-0.001785,2071.50
20160616,0.003261,0.003100,2077.99
20160617,-0.003229,-0.003234,2071.22
20160620,0.005859,0.005851,2083.25
20160621,0.002732,0.002647,2088.90
20160622,-0.001645,-0.001654,2085.45
20160623,0.013333,0.013321,2113.32
20160624,-0.035723,-0.035723,2037.41
20160627,-0.018012,-0.018012,2000.54
20160628,0.017816,0.017597,2036.09
20160629,0.017256,0.017125,2070.77
20160630,0.013529,0.013527,2098.86
20160701,0.002169,0.001983,2102.95
20160705,-0.006639,-0.006708,2088.55
20160706,0.005709,0.005371,2099.73
20160707,-0.000774,-0.000878,2097.90
20160708,0.015192,0.015188,2129.90
20160711,0.003447,0.003447,2137.16
20160712,0.006791,0.006787,2152.14
20160713,0.000253,0.000157,2152.43
20160714,0.005231,0.005208,2163.75
20160715,-0.000962,-0.000962,2161.74
20160718,0.002433,0.002394,2166.89
20160719,-0.001407,-0.001431,2163.78
20160720,0.004373,0.004251,2173.02
20160721,-0.003588,-0.003603,2165.17
20160722,0.004509,0.004505,2175.03
20160725,-0.002880,-0.002886,2168.48
20160726,0.000199,0.000169,2169.18
20160727,-0.001334,-0.001373,2166.58
20160728,0.001742,0.001654,2170.06
20160729,0.001739,0.001696,2173.60
20160801,-0.001183,-0.001186,2170.84
20160802,-0.006411,-0.006435,2157.03
20160803,0.003364,0.003061,2163.79
20160804,0.000503,0.000262,2164.25
20160805,0.008638,0.008616,2182.87
20160808,-0.000817,-0.000913,2180.89
20160809,0.000379,0.000342,2181.74
20160810,-0.002326,-0.002725,2175.49
20160811,0.004847,0.004718,2185.79
20160812,-0.000708,-0.000761,2184.05
20160815,0.002835,0.002718,2190.15
20160816,-0.005339,-0.005510,2178.15
20160817,0.002046,0.001798,2182.22
20160818,0.002338,0.002312,2187.02
20160819,-0.001407,-0.001541,2183.87
20160822,-0.000531,-0.000548,2182.64
20160823,0.001901,0.001873,2186.90
20160824,-0.005186,-0.005262,2175.44
20160825,-0.001417,-0.001435,2172.47
20160826,-0.001507,-0.001528,2169.04
20160829,0.005327,0.005195,2180.38
20160830,-0.001856,-0.002018,2176.12
20160831,-0.002113,-0.002297,2170.95
20160901,0.000062,0.000051,2170.86
20160902,0.004168,0.004118,2179.98
20160906,0.003044,0.003023,2186.48
20160907,0.000048,-0.000190,2186.16
20160908,-0.002212,-0.002268,2181.30
20160909,-0.024631,-0.024646,2127.81
20160912,0.014850,0.014792,2159.04
20160913,-0.014479,-0.014782,2127.02
20160914,-0.000556,-0.000624,2125.77
20160915,0.010268,0.010111,2147.26
20160916,-0.003711,-0.003721,2139.16
20160919,-0.000096,-0.000110,2139.12
20160920,0.000339,0.000328,2139.76
20160921,0.010843,0.010829,2163.12
20160922,0.006607,0.006535,2177.18
20160923,-0.005616,-0.005616,2164.69
20160926,-0.008566,-0.008648,2146.10
20160927,0.006602,0.006555,2159.93
20160928,0.005421,0.005200,2171.37
20160929,-0.009336,-0.009371,2151.13
20160930,0.008020,0.008015,2168.27
20161003,-0.003092,-0.003214,2161.20
20161004,-0.004863,-0.004953,2150.49
20161005,0.004640,0.004242,2159.73
20161006,0.000282,0.000256,2160.77
20161007,-0.003269,-0.003311,2153.74
20161010,0.004571,0.004571,2163.66
20161011,-0.012473,-0.012480,2136.73
20161012,0.001211,0.001128,2139.18
20161013,-0.002939,-0.002974,2132.55
20161014,0.000234,0.000233,2132.98
20161017,-0.003031,-0.003057,2126.50
20161018,0.006190,0.006190,2139.60
20161019,0.002284,0.002144,2144.29
20161020,-0.001259,-0.001395,2141.34
20161021,0.000169,0.000165,2141.16
20161024,0.004968,0.004962,2151.33
20161025,-0.003734,-0.003764,2143.16
20161026,-0.001806,-0.001819,2139.43
20161027,-0.002978,-0.003019,2133.04
20161028,-0.003027,-0.003083,2126.41
20161031,0.000017,0.000013,2126.15
20161101,-0.006804,-0.006814,2111.72
20161102,-0.006457,-0.006591,2097.94
20161103,-0.004079,-0.004430,2088.66
20161104,-0.001766,-0.001791,2085.18
20161107,0.022186,0.022177,2131.52
20161108,0.004279,0.003796,2139.56
20161109,0.010919,0.010852,2163.26
20161110,0.001676,0.001581,2167.48
20161111,-0.001388,-0.001388,2164.45
20161114,-0.000078,-0.000217,2164.20
20161115,0.007828,0.007593,2180.39
20161116,-0.001269,-0.001541,2176.94
20161117,0.004581,0.004522,2187.12
20161118,-0.002340,-0.002494,2181.90
20161121,0.007546,0.007530,2198.18
20161122,0.002337,0.002289,2202.94
20161123,0.000806,0.000773,2204.72
20161125,0.003954,0.003931,2213.35
20161128,-0.005090,-0.005213,2201.72
20161129,0.001574,0.001333,2204.66
20161130,-0.002682,-0.002910,2198.81
20161201,-0.003684,-0.003721,2191.08
20161202,0.000426,0.000426,2191.95
20161205,0.005921,0.005821,2204.71
20161206,0.003436,0.003410,2212.23
20161207,0.013385,0.013151,2241.35
20161208,0.002241,0.002119,2246.19
20161209,0.005862,0.005854,2259.53
20161212,-0.001109,-0.001166,2256.96
20161213,0.006688,0.006517,2271.72
20161214,-0.008034,-0.008099,2253.28
20161215,0.003830,0.003785,2262.03
20161216,-0.001763,-0.001789,2258.07
20161219,0.002005,0.001980,2262.53
20161220,0.003783,0.003644,2270.76
20161221,-0.002423,-0.002457,2265.18
20161222,-0.001929,-0.002063,2260.96
20161223,0.001354,0.001259,2263.79
20161227,0.002297,0.002288,2268.88
20161228,-0.008145,-0.008319,2249.92
20161229,-0.000246,-0.000295,2249.26
20161230,-0.004634,-0.004682,2238.83
20170103,0.008524,0.008494,2257.83
20170104,0.006017,0.005796,2270.75
20170105,-0.000701,-0.000715,2269.00
20170106,0.003721,0.003425,2276.98
20170109,-0.003469,-0.003475,2268.90
20170110,-0.000013,-0.000020,2268.90
20170111,0.002982,0.002894,2275.32
20170112,-0.002043,-0.002066,2270.44
20170113,0.001778,0.001778,2274.64
20170117,-0.002746,-0.002746,2267.89
20170118,0.001894,0.001726,2271.89
20170119,-0.003551,-0.003569,2263.69
20170120,0.003397,0.003370,2271.31
20170123,-0.002582,-0.002611,2265.20
20170124,0.006610,0.006609,2280.07
20170125,0.007907,0.007903,2298.37
20170126,-0.000680,-0.000699,2296.68
20170127,-0.000971,-0.001027,2294.69
20170130,-0.005914,-0.005962,2280.90
20170131,-0.000820,-0.000826,2278.87
20170201,0.000408,0.000183,2279.55
20170202,0.000709,0.000650,2280.85
20170203,0.007206,0.007119,2297.42
20170206,-0.002143,-0.002147,2292.56
20170207,0.000334,0.000291,2293.08
20170208,0.001084,0.000767,2294.67
20170209,0.005981,0.005806,2307.87
20170210,0.003575,0.003515,2316.10
20170213,0.005383,0.005132,2328.25
20170214,0.004298,0.004022,2337.58
20170215,0.005146,0.005001,2349.25
20170216,-0.000909,-0.001009,2347.22
20170217,0.002005,0.001984,2351.16
20170221,0.006131,0.006130,2365.38
20170222,-0.001011,-0.001103,2362.82
20170223,0.000395,0.000281,2363.81
20170224,0.001748,0.001517,2367.34
20170227,0.001030,0.000886,2369.75
20170228,-0.002684,-0.002715,2363.64
20170301,0.013612,0.013418,2395.96
20170302,-0.005670,-0.005755,2381.92
20170303,0.000452,0.000424,2383.12
20170306,-0.003245,-0.003265,2375.31
20170307,-0.002858,-0.002922,2368.39
20170308,-0.001883,-0.002221,2362.98
20170309,0.000825,0.000814,2364.87
20170310,0.003283,0.003264,2372.60
20170313,0.000669,0.000341,2373.47
20170314,-0.003223,-0.003267,2365.45
20170315,0.008363,0.008330,2385.26
20170316,-0.001362,-0.001398,2381.38
20170317,-0.001342,-0.001347,2378.25
20170320,-0.002016,-0.002045,2373.47
20170321,-0.012262,-0.012348,2344.02
20170322,0.001926,0.001893,2348.45
20170323,-0.001041,-0.001053,2345.96
20170324,-0.000811,-0.000811,2343.98
20170327,-0.000943,-0.000943,2341.59
20170328,0.007258,0.007247,2358.57
20170329,0.001449,0.001246,2361.13
20170330,0.002962,0.002928,2368.06
20170331,-0.002145,-0.002147,2362.72
20170403,-0.001601,-0.001650,2358.84
20170404,0.000741,0.000585,2360.16
20170405,-0.002921,-0.003023,2352.95
20170406,0.002122,0.001836,2357.49
20170407,-0.000729,-0.000732,2355.54
20170410,0.000785,0.000720,2357.16
20170411,-0.001251,-0.001392,2353.78
20170412,-0.003692,-0.003706,2344.93
20170413,-0.006767,-0.006771,2328.95
20170417,0.008592,0.008587,2349.01
20170418,-0.002756,-0.002784,2342.19
20170419,-0.001583,-0.001716,2338.17
20170420,0.007563,0.007542,2355.84
20170421,-0.003016,-0.003016,2348.69
20170424,0.010778,0.010759,2374.15
20170425,0.005989,0.005989,2388.61
20170426,-0.000463,-0.000476,2387.45
20170427,0.000718,0.000614,2388.77
20170428,-0.001755,-0.001764,2384.20
20170501,0.001752,0.001749,2388.33
20170502,0.001156,0.001156,2391.17
20170503,-0.001165,-0.001364,2388.13
20170504,0.000778,0.000723,2389.52
20170505,0.004036,0.004022,2399.29
20170508,0.000120,-0.000127,2399.38
20170509,-0.000840,-0.000881,2396.92
20170510,0.001544,0.001131,2399.63
20170511,-0.001886,-0.002196,2394.44
20170512,-0.001505,-0.001524,2390.90
20170515,0.004893,0.004775,2402.32
20170516,-0.000532,-0.000728,2400.67
20170517,-0.017765,-0.018071,2357.03
20170518,0.003894,0.003876,2365.72
20170519,0.006803,0.006778,2381.73
20170522,0.005194,0.005177,2394.02
20170523,0.001866,0.001842,2398.42
20170524,0.002619,0.002578,2404.39
20170525,0.004637,0.004504,2415.07
20170526,0.000442,0.000315,2415.82
20170530,-0.001077,-0.001233,2412.91
20170531,-0.000246,-0.000398,2411.80
20170601,0.007790,0.007666,2430.06
20170602,0.003729,0.003714,2439.07
20170605,-0.001125,-0.001162,2436.10
20170606,-0.002917,-0.002920,2429.33
20170607,0.001804,0.001599,2433.14
20170608,0.000242,0.000203,2433.79
20170609,-0.001078,-0.001080,2431.77
20170612,-0.000905,-0.000978,2429.39
20170613,0.004788,0.004532,2440.35
20170614,-0.000869,-0.000939,2437.92
20170615,-0.002126,-0.002305,2432.46
20170616,-0.000004,-0.000012,2433.15
20170619,0.008362,0.008349,2453.46
20170620,-0.006614,-0.006624,2437.03
20170621,-0.000311,-0.000395,2435.61
20170622,-0.000292,-0.000303,2434.50
20170623,0.001557,0.001557,2438.30
20170626,0.000369,0.000359,2439.07
20170627,-0.008077,-0.008077,2419.38
20170628,0.008989,0.008790,2440.69
20170629,-0.008639,-0.008673,2419.70
20170630,0.001448,0.001397,2423.41
20170703,0.002172,0.002084,2429.01
20170705,0.001723,0.001185,2432.54
20170706,-0.008985,-0.009336,2409.75
20170707,0.006416,0.006404,2425.18
20170710,0.000841,0.000841,2427.43
20170711,-0.000699,-0.000721,2425.53
20170712,0.007441,0.007359,2443.25
20170713,0.001951,0.001925,2447.83
20170714,0.004780,0.004764,2459.27
20170717,-0.000049,-0.000090,2459.14
20170718,0.000620,0.000599,2460.61
20170719,0.005406,0.005318,2473.83
20170720,-0.000002,-0.000067,2473.45
20170721,-0.000323,-0.000323,2472.54
20170724,-0.000930,-0.000950,2469.91
20170725,0.002977,0.002977,2477.13
20170726,0.000367,0.000366,2477.83
20170727,-0.000869,-0.000979,2475.42
20170728,-0.001417,-0.001454,2472.10
20170731,-0.000852,-0.000857,2470.30
20170801,0.002376,0.002373,2476.35
20170802,0.000468,0.000275,2477.57
20170803,-0.002013,-0.002195,2472.16
20170804,0.001812,0.001795,2476.83
20170807,0.001737,0.001710,2480.91
20170808,-0.002294,-0.002416,2474.92
20170809,-0.000307,-0.000459,2474.02
20170810,-0.014158,-0.014502,2438.21
20170811,0.001418,0.001351,2441.32
20170814,0.010084,0.010031,2465.84
20170815,-0.000278,-0.000499,2464.61
20170816,0.001705,0.001402,2468.11
20170817,-0.015426,-0.015471,2430.01
20170818,-0.001856,-0.001880,2425.55
20170821,0.001212,0.001183,2428.37
20170822,0.009940,0.009903,2452.51
20170823,-0.003371,-0.003459,2444.04
20170824,-0.002188,-0.002209,2438.97
20170825,0.001694,0.001584,2443.05
20170828,0.000432,0.000392,2444.24
